Transaction_ID,Ref_ID,Service_Type,Channel,Service_Name,Service_Detail,Amount,CCY,Fee_Amount,Description,Booking_Date,Status,From_Account,To_Account
FT1000000000146,AP58339893,CKNB,TL,OUTER_COM,Nhan tien tu KH doanh nghiep,6992948,VND,26015,Nap tien dien thoai,2024-11-20 06:33:18,Pending,AP54247942193,AP7119417718154074
FT1000000000147,AP391326014763,LNH,TL,CITAD,Nhan tien qua CITAD,14980327,VND,49012,Rut tien tai ATM,2024-10-12 02:39:26,Completed,EXT794418773978,AP4987179005867534
FT1000000000148,AP76560265,VTK,IB,LN_PAY,Giai ngan khoan vay,108642080,EUR,7017,Nap tien dien thoai,2025-03-23 03:56:26,Pending,EXT5888847291,EXT536150534493
FT1000000000149,DEP1906866814,VTK,MB,LN_PAY,Giai ngan khoan vay,3007614,EUR,19894,Dong hoc phi,2025-03-07 18:04:01,Completed,DEP91014042695157,EXT97722917637972
FT1000000000150,DEP59068088414,CKNB,MB,OUTER_IDV,CKNB toi KH ca nhan,16928883,USD,12791,Chuyen khoan,2025-01-13 11:51:02,Completed,DEP904537103467587,DEP8096718
FT1000000000151,DEP6524246,CKNB,IB,OUTER_IDV,Nhan tien tu KH ca nhan,6124781,EUR,4758,Thanh toan ve may bay,2025-06-19 10:26:41,Failed,EXT1389488399,DEP9240739186105394
FT1000000000152,LOAN9700937742241,VTK,MB,LN_PAY,Giai ngan khoan vay,3130739,VND,19740,Rut tien tai ATM,2024-05-20 06:00:16,Failed,DEP6396705189,DEP541534
FT1000000000153,AP9989989120912,PMT,ATM,ELECTRICITY,Hoa don dien,3103764,USD,33896,Thanh toan hoa don,2024-10-25 03:14:33,Pending,EXT55113343470,EXT530222184307
FT1000000000154,DEP558013482,CKNB,TL,OUTER_IDV,Nhan tien tu KH ca nhan,18976197,VND,26345,Dong hoc phi,2024-10-29 02:32:05,Pending,DEP7924345654935,AP675513118815774
FT1000000000155,AP3913168092278,LNH,IB,CITAD,Chuyen tien CITAD,1193978,EUR,6990,Chuyen khoan,2025-03-23 09:18:06,Failed,AP23189188,EXT334148097054
FT1000000000156,AP2800861404,OTHER,MB,FUND,Rut Quy dau tu,3775701,USD,5385,Phi dich vu thang nay,2024-11-05 18:12:53,Pending,DEP92990157328,AP3880263
FT1000000000157,DEP13441577823,VTK,MB,LN_PAY,Giai ngan khoan vay,65373680,VND,8021,Thanh toan ve may bay,2024-02-01 20:07:53,Failed,EXT8368004613741571,AP4785759
FT1000000000158,LOAN44739708909350,OTHER,MB,SER_CHG,Thu phi dich vu,56937,VND,7452,Thanh toan hoa don,2025-04-14 04:09:06,Failed,AP155391465,EXT2828955215201853
FT1000000000159,SEC79040926,PMT,MB,WATER,Hoa don nuoc,8570636,VND,14259,Nap tien dien thoai,2024-10-14 22:22:37,Pending,EXT141831,AP575012744678
FT1000000000160,AP69463761884,CKNB,IB,OUTER_IDV,Nhan tien tu KH ca nhan,9465164,USD,11358,Thanh toan Internet,2024-04-12 15:04:08,Completed,EXT621642841760,DEP7458970427610613
FT1000000000161,LOAN549640542,OTHER,MB,STOCK,Nhan tien tu CTCK,19948489,USD,18963,Rut tien tai ATM,2025-06-29 09:53:16,Failed,DEP535018460422200,AP30153987768
FT1000000000162,SEC40650721972259,OTHER,MB,FUND,Rut Quy dau tu,7010726,EUR,4621,Chuyen khoan,2024-03-03 16:52:05,Failed,DEP825624161,EXT4701669436774
FT1000000000163,LOAN954364,VTK,TL,LN_PAY,Giai ngan khoan vay,22917783,VND,1513,Chuyen khoan,2025-07-27 00:07:45,Completed,EXT808060408,DEP19406234296
FT1000000000164,SEC783705,CASH,ATM,ATM,Nop tien vao TK,3279110,EUR,47234,Thanh toan ve may bay,2024-02-05 16:18:45,Pending,DEP222639473802,DEP5760980
FT1000000000165,LOAN86566311630,OTHER,MB,SER_CHG,Thu phi dich vu,162815,USD,2106,Rut tien tai ATM,2024-08-23 05:17:47,Pending,EXT726168768,AP62365921215
FT1000000000166,LOAN7538309764263,PMT,TL,EDUCATION,Hoc phi,7991409,EUR,19170,Dong hoc phi,2024-06-02 23:54:36,Pending,AP202693377,DEP8150556
FT1000000000167,AP813269,VTK,MB,SAVING,Tat toan va tra lai,67296807,EUR,17914,Thanh toan Internet,2025-05-18 07:09:39,Failed,DEP707981,AP42692057
FT1000000000168,SEC11576742290355,VTK,IB,LN_PAY,Giai ngan khoan vay,98887574,EUR,15628,Thanh toan hoa don,2025-01-24 01:16:43,Pending,DEP516440051,AP4860423223676512
FT1000000000169,DEP178721191,LNH,MB,CITAD,Chuyen tien CITAD,18560734,USD,10667,Phi dich vu thang nay,2025-01-24 06:12:11,Completed,DEP8157535369,AP6057647
FT1000000000170,AP842147095856,PMT,ATM,ELECTRICITY,Hoa don dien,7468180,USD,43149,Thanh toan Internet,2024-06-14 05:53:40,Pending,EXT242922,EXT78290515303
FT1000000000171,LOAN3416973664754,OTHER,OTHER,TRACER,Nhan tien tra soat,16602900,USD,7530,Thanh toan hoa don,2024-01-07 16:20:38,Pending,EXT570615560,DEP49591109
FT1000000000172,AP8051018,VTK,OTHER,SAVING,Tat toan va tra lai,178155510,VND,10270,Thanh toan Internet,2024-01-12 03:56:04,Completed,EXT9847707900824892,EXT536367
FT1000000000173,DEP2889680,OTHER,TL,STOCK,Nhan tien tu CTCK,15447593,VND,39343,Thanh toan hoa don,2025-03-23 03:29:36,Pending,AP145604758764637,DEP2085253090196352
FT1000000000174,AP6605013,CASH,TL,TL,Giao dich ngoai te,42809638,USD,10155,Thanh toan hoa don,2024-08-06 20:03:46,Failed,DEP190126,AP1871771094804919
FT1000000000175,LOAN745194,CASH,ATM,TL,Nop tien tai quay,3077566,VND,25918,Rut tien tai ATM,2024-12-14 05:52:46,Pending,DEP12881850,DEP4271534911
FT1000000000176,LOAN2378984145703,PMT,ATM,WATER,Hoa don nuoc,3522120,USD,48060,Phi dich vu thang nay,2024-01-03 22:02:56,Completed,AP742523345409,DEP25116071788
FT1000000000177,AP5659341131567512,CASH,ATM,ATM,Rut tien tu TK,43970565,EUR,33406,Rut tien tai ATM,2024-01-26 09:09:16,Failed,AP9771537974773,AP26773472128
FT1000000000178,AP72498466,PMT,ATM,WATER,Hoa don nuoc,8416990,USD,35885,Thanh toan Internet,2024-04-21 03:06:17,Failed,AP518211115615830,AP742939685880864
FT1000000000179,LOAN6404651435121792,CASH,ATM,ATM,Rut tien tu TK,1207110,USD,43133,Thanh toan hoa don,2024-02-21 17:29:35,Completed,DEP4953265626,EXT3752965940
FT1000000000180,DEP9320116859,VTK,OTHER,SAVING,Rut tiet kiem,30320151,EUR,14714,Thanh toan ve may bay,2024-09-23 16:23:55,Failed,DEP65085491653,EXT36667082919
FT1000000000181,SEC583639947106,CASH,ATM,ATM,Rut tien tu TK,14267310,EUR,36861,Thanh toan ve may bay,2024-07-04 06:34:15,Completed,EXT341085,AP17354310
FT1000000000182,LOAN57511678046,OTHER,IB,STOCK,CK sang CTCK,502892,EUR,9832,Nap tien dien thoai,2024-11-22 12:30:37,Completed,AP9824014745422496,EXT562917664
FT1000000000183,SEC364264326113153,LNH,MB,CITAD,Chuyen tien CITAD,14635528,USD,13910,Dong hoc phi,2024-08-19 18:01:45,Completed,DEP660585,DEP915339778764
FT1000000000184,SEC64547527,OTHER,OTHER,EBANKPAY,Thanh toan doi tac EBank,17588696,VND,8326,Phi dich vu thang nay,2024-04-27 01:32:55,Completed,AP8954671,DEP4552843691
FT1000000000185,LOAN3146464819511701,CKNB,IB,OUTER_IDV,Nhan tien tu KH ca nhan,9432355,USD,17466,Rut tien tai ATM,2024-08-04 16:45:38,Completed,AP79227671068397,AP36270964155
FT1000000000186,SEC44495552,OTHER,MB,FUND,Chuyen sang Quy dau tu,17889821,EUR,10799,Thanh toan ve may bay,2025-03-31 05:29:57,Pending,AP1280590478302901,AP3120789513132721
FT1000000000187,AP580138539,CKNB,MB,OUTER_IDV,Nhan tien tu KH ca nhan,12237480,VND,15311,Thanh toan Internet,2024-02-29 08:38:13,Completed,EXT196233,EXT535178665564457
FT1000000000188,AP4345897180422,CASH,TL,ATM,Rut tien tu TK,36421841,EUR,29976,Thanh toan hoa don,2024-12-06 02:40:01,Completed,EXT8767709578322,DEP4079811528
FT1000000000189,AP2520122922689827,PMT,TL,WATER,Hoa don nuoc,7023877,EUR,43736,Thanh toan Internet,2024-12-30 04:49:26,Failed,AP861112366844,AP8067839092304592
FT1000000000190,LOAN198872591,CASH,TL,ATM,Nop tien vao TK,30158482,USD,7592,Rut tien tai ATM,2025-01-07 15:10:46,Pending,DEP918453028,AP49588351047
FT1000000000191,DEP3492161,VTK,OTHER,SAVING,Tat toan va tra lai,102783022,EUR,17898,Phi dich vu thang nay,2024-01-19 00:52:49,Completed,DEP94248420,AP218447
FT1000000000192,LOAN485616636441323,VTK,IB,SAVING,Tat toan va tra lai,3561577,VND,18861,Nap tien dien thoai,2025-07-09 05:17:02,Completed,AP56312139670,DEP14839433221
FT1000000000193,LOAN54867098994,CKNB,IB,OUTER_IDV,CKNB toi KH ca nhan,1191122,USD,3813,Thanh toan Internet,2024-01-13 06:37:58,Completed,AP2134661192562,EXT59300706523767
FT1000000000194,DEP943162,VTK,TL,SAVING,Gui tiet kiem,35872173,USD,13863,Thanh toan Internet,2024-02-04 01:08:00,Pending,EXT30956366,EXT670790362670
FT1000000000195,LOAN357152,VTK,IB,SAVING,Gui tiet kiem,149667601,VND,16099,Thanh toan hoa don,2025-01-22 14:37:39,Pending,EXT3188546251306159,EXT8804584193
FT1000000000196,SEC702205476798,VTK,IB,SAVING,Gui tiet kiem,14614980,EUR,7240,Thanh toan ve may bay,2024-10-07 04:10:10,Pending,EXT37096189,AP9489439400225040
FT1000000000197,SEC278809,VTK,OTHER,SAVING,Gui tiet kiem,53407951,USD,4452,Dong hoc phi,2024-07-28 21:59:26,Failed,EXT44202266,EXT390324816637026
FT1000000000198,LOAN8181218642885,VTK,OTHER,SAVING,Gui tiet kiem,107181176,USD,10856,Thanh toan ve may bay,2024-11-24 14:08:43,Completed,AP381280664632290,DEP374886
FT1000000000199,SEC8145357078747,CKNB,TL,OUTER_IDV,Nhan tien tu KH ca nhan,1887046,VND,24851,Nap tien dien thoai,2025-07-07 22:10:51,Failed,EXT5452473160367547,AP794815147897
FT1000000000200,SEC16382249509,CKNB,TL,OUTER_IDV,CKNB toi KH ca nhan,9966092,USD,36953,Thanh toan hoa don,2024-02-15 16:01:59,Completed,EXT22921566623,DEP239460
FT1000000000201,DEP943834319,CKNB,MB,OUTER_IDV,CKNB toi KH ca nhan,15613279,USD,2890,Thanh toan ve may bay,2024-05-28 18:50:02,Pending,DEP234557801791550,EXT966978990901
FT1000000000202,LOAN7278348454,PMT,IB,WATER,Hoa don nuoc,7019185,VND,3233,Nap tien dien thoai,2024-06-01 00:07:02,Failed,AP24140925860661,AP931625
FT1000000000203,LOAN3323163,CKNB,MB,OUTER_IDV,CKNB toi KH ca nhan,7276707,USD,19979,Thanh toan hoa don,2024-04-19 00:03:51,Completed,EXT167257277,DEP17890337462
FT1000000000204,SEC8149596767744375,LNH,TL,CITAD,Nhan tien qua CITAD,2970884,VND,30690,Rut tien tai ATM,2024-01-27 04:14:04,Pending,AP15966383,EXT6071554527089490
FT1000000000205,LOAN2344323752041244,VTK,IB,SAVING,Rut tiet kiem,8560625,VND,9111,Thanh toan ve may bay,2025-03-18 00:54:09,Completed,DEP53152950816999,DEP6703763
FT1000000000206,SEC914315633,CASH,ATM,ATM,Rut tien tu TK,8311303,USD,38602,Thanh toan ve may bay,2024-05-15 12:33:57,Completed,AP2077407821780839,DEP4715290
FT1000000000207,DEP123686,OTHER,TL,SER_CHG,Thu phi dich vu,85889,VND,33576,Thanh toan Internet,2024-03-31 22:47:21,Failed,DEP77589146991,AP966724426
FT1000000000208,AP546487389817891,PMT,MB,ELECTRICITY,Hoa don dien,7778895,VND,11776,Thanh toan Internet,2025-03-23 00:32:49,Failed,AP586259,DEP6902667601918288
FT1000000000209,LOAN892720910762,OTHER,OTHER,SER_CHG,Thu phi dich vu,162557,VND,16490,Dong hoc phi,2024-01-19 08:11:31,Completed,DEP11152383,EXT994189332202654
FT1000000000210,SEC56040956950,CASH,TL,TL,Nop tien tai quay,45203080,USD,16001,Nap tien dien thoai,2024-08-28 07:29:47,Completed,AP288441905899805,EXT1030745056044
FT1000000000211,SEC6250601503678529,CKNB,MB,OUTER_COM,CKNB toi KH doanh nghiep,11807644,VND,16183,Thanh toan ve may bay,2024-05-24 02:01:34,Pending,DEP3643948468,EXT87116692
FT1000000000212,SEC4334727893247097,OTHER,OTHER,TRACER,Nhan tien tra soat,15769378,VND,14609,Phi dich vu thang nay,2024-07-07 23:27:30,Pending,AP472539946,AP7145821372647
FT1000000000213,SEC88958424478,CKNB,TL,OUTER_IDV,Nhan tien tu KH ca nhan,1329768,EUR,5864,Thanh toan Internet,2025-06-04 08:09:29,Pending,AP8670044681,DEP793631045842
FT1000000000214,SEC5151427,LNH,TL,CITAD,Nhan tien qua CITAD,5754551,VND,2641,Thanh toan hoa don,2024-06-25 07:15:03,Failed,AP65447435681,DEP7242840749499
FT1000000000215,SEC14733783464723,PMT,ATM,WATER,Hoa don nuoc,421190,USD,47216,Thanh toan ve may bay,2024-06-27 09:50:17,Failed,AP20068198649205,DEP9680024911940357
FT1000000000216,SEC36432710,VTK,TL,SAVING,Gui tiet kiem,53878319,VND,27402,Phi dich vu thang nay,2025-03-25 20:50:27,Pending,AP1282631687,DEP6182382753808
FT1000000000217,AP2354318334679,PMT,ATM,TOPUP,Nap tien di dong,1086329,VND,19261,Dong hoc phi,2025-03-07 01:31:11,Pending,EXT4450915,DEP5888731
FT1000000000218,SEC2435434,LNH,IB,CITAD,Chuyen tien CITAD,2142544,USD,4416,Nap tien dien thoai,2025-03-04 18:21:19,Failed,DEP318677091,EXT32762599778
FT1000000000219,LOAN69098486,PMT,ATM,AIRLINE,Ve may bay,47168775,USD,6336,Phi dich vu thang nay,2024-02-29 22:42:08,Completed,EXT2460800811,DEP5856296998
FT1000000000220,SEC26986295044,CKNB,MB,OUTER_COM,Nhan tien tu KH doanh nghiep,13860749,USD,17598,Rut tien tai ATM,2024-07-18 14:20:35,Failed,EXT2113382,AP375107504300
FT1000000000221,LOAN874850307346565,VTK,MB,LN_PAY,Thanh toan khoan vay,112802589,USD,212,Nap tien dien thoai,2024-03-22 00:28:00,Failed,EXT972017,EXT7752733
FT1000000000222,AP9015362291069,VTK,OTHER,LN_PAY,Giai ngan khoan vay,117149573,VND,7845,Thanh toan Internet,2025-01-21 10:06:15,Completed,DEP3585257077,EXT998220975974046
FT1000000000223,SEC76585578335,CKNB,IB,OUTER_IDV,CKNB toi KH ca nhan,9193666,EUR,2183,Dong hoc phi,2025-08-02 17:14:35,Completed,DEP6553484883807812,AP40835528050
FT1000000000224,LOAN7517379979785355,CKNB,IB,OUTER_IDV,Nhan tien tu KH ca nhan,18869446,EUR,6032,Rut tien tai ATM,2025-02-22 21:30:48,Completed,EXT193920243,EXT4604468902
FT1000000000225,SEC7569789501697,OTHER,TL,EBANKPAY,Thanh toan doi tac EBank,19262787,USD,20209,Phi dich vu thang nay,2025-05-19 07:02:02,Failed,DEP3339223168,AP34789106
FT1000000000226,LOAN2035890281,CKNB,IB,OUTER_COM,CKNB toi KH doanh nghiep,9144865,VND,2452,Thanh toan Internet,2025-04-17 02:45:08,Failed,AP695914988210,AP8709679701
FT1000000000227,AP556760,CASH,ATM,TL,Giao dich ngoai te,36167511,VND,21784,Thanh toan Internet,2024-09-12 07:31:39,Failed,EXT9286872875955509,EXT11254401713839
FT1000000000228,LOAN7549997,LNH,MB,CITAD,Chuyen tien CITAD,18108837,EUR,11584,Thanh toan Internet,2024-08-24 08:33:56,Completed,DEP843373714703778,EXT516844
FT1000000000229,DEP2393514734,LNH,IB,CITAD,Chuyen tien CITAD,16626842,VND,953,Chuyen khoan,2024-08-07 13:07:41,Failed,DEP298821129,DEP1205534
FT1000000000230,LOAN1290560636932625,CASH,TL,TL,Rut tien tai quay,35531759,VND,25864,Thanh toan hoa don,2024-10-30 22:14:21,Failed,DEP6857816449913,EXT45948194
FT1000000000231,DEP860011777305,PMT,ATM,ELECTRICITY,Hoa don dien,7907553,EUR,14308,Thanh toan hoa don,2024-05-05 19:44:16,Pending,EXT63256725,EXT67837902
FT1000000000232,DEP7837857325879285,PMT,MB,WATER,Hoa don nuoc,9726790,USD,15305,Thanh toan Internet,2025-07-25 07:55:23,Completed,AP778726961,AP9262213997751228
FT1000000000233,SEC46746815390018,VTK,IB,LN_PAY,Giai ngan khoan vay,20995116,EUR,16625,Phi dich vu thang nay,2025-03-17 06:45:26,Failed,DEP81742501978,EXT42028319
FT1000000000234,LOAN58987244183501,OTHER,IB,STOCK,CK sang CTCK,11420298,VND,5913,Thanh toan hoa don,2025-07-13 06:56:44,Pending,AP333867592258,DEP689757984585293
FT1000000000235,DEP4686180430374,PMT,TL,AIRLINE,Ve may bay,7273024,EUR,7189,Thanh toan Internet,2024-06-21 14:53:51,Completed,DEP8670855,EXT28019141712
FT1000000000236,SEC4381220007575317,LNH,IB,CITAD,Chuyen tien CITAD,18999510,EUR,16262,Dong hoc phi,2024-08-24 17:45:13,Pending,AP6852071086849,DEP484139
FT1000000000237,AP1489034,VTK,TL,LN_PAY,Giai ngan khoan vay,51608414,VND,32121,Thanh toan hoa don,2024-01-03 00:24:26,Completed,DEP480333494825,EXT590127630
FT1000000000238,DEP521421294,PMT,TL,WATER,Hoa don nuoc,6704705,VND,46254,Dong hoc phi,2025-07-05 07:51:52,Pending,EXT6536474,EXT303175764877
FT1000000000239,AP24131564,VTK,IB,SAVING,Rut tiet kiem,84682767,VND,9323,Dong hoc phi,2024-08-23 22:41:21,Pending,AP2887814408956159,EXT686139484
FT1000000000240,AP545274609431591,OTHER,MB,EBANKPAY,Thanh toan doi tac EBank,13311148,EUR,1768,Chuyen khoan,2025-05-11 08:31:13,Pending,EXT5188563,AP5473151
FT1000000000241,AP186284140,VTK,MB,SAVING,Gui tiet kiem,57164100,USD,14548,Thanh toan ve may bay,2024-05-17 16:05:36,Failed,EXT5396822948359,DEP77872532664861
FT1000000000242,AP636448092713550,PMT,ATM,EDUCATION,Hoc phi,6148292,EUR,18275,Nap tien dien thoai,2024-01-08 21:46:05,Pending,AP86438834,AP66973555490
FT1000000000243,DEP665025850176,CASH,TL,TL,Giao dich ngoai te,11684694,VND,27306,Rut tien tai ATM,2024-10-01 19:11:55,Completed,AP6505172895,DEP517928
FT1000000000244,DEP804984561,CASH,TL,TL,Giao dich ngoai te,39109456,EUR,42982,Chuyen khoan,2025-04-15 02:35:19,Completed,DEP75841468943,AP52966066216
FT1000000000245,SEC411707262,LNH,MB,CITAD,Chuyen tien CITAD,12267301,EUR,15493,Nap tien dien thoai,2024-07-04 05:08:39,Pending,AP7320765539768022,AP32118387000064
FT1000000000246,SEC28476435124,CASH,TL,TL,Giao dich ngoai te,18543163,VND,24801,Thanh toan hoa don,2025-06-01 05:31:10,Failed,AP5771462,EXT7606058639
FT1000000000247,DEP689727562661,OTHER,OTHER,FUND,Chuyen sang Quy dau tu,13814173,EUR,11604,Chuyen khoan,2024-04-17 13:25:00,Failed,DEP48408519812,AP685775
FT1000000000248,AP5425684924,CASH,ATM,TL,Nop tien tai quay,27125214,VND,15035,Thanh toan Internet,2024-11-06 12:06:20,Failed,AP3042921546017,DEP20030200714
FT1000000000249,DEP4732860408841,OTHER,OTHER,FUND,Rut Quy dau tu,156017,USD,1726,Dong hoc phi,2025-08-03 05:59:56,Pending,AP944254621195994,AP4246533
FT1000000000250,SEC746136097,VTK,IB,SAVING,Gui tiet kiem,192181886,VND,18069,Chuyen khoan,2024-09-18 01:43:19,Pending,DEP3907693261720,DEP277481349004
FT1000000000251,SEC83526591363267,PMT,MB,WATER,Hoa don nuoc,3864573,EUR,1473,Thanh toan Internet,2024-04-17 18:59:39,Failed,DEP240452674,EXT6970418046
FT1000000000252,AP1543746909100049,CASH,TL,TL,Nop tien tai quay,31864591,VND,23469,Dong hoc phi,2024-06-04 22:25:29,Failed,AP69823007,AP85046311823545
FT1000000000253,LOAN998241129845,PMT,IB,ELECTRICITY,Hoa don dien,1280683,USD,12116,Chuyen khoan,2024-01-05 20:39:36,Failed,DEP82632959183401,AP6629182546266
FT1000000000254,SEC7842736973973,VTK,TL,LN_PAY,Thanh toan khoan vay,96165350,EUR,13408,Thanh toan ve may bay,2024-09-01 19:32:08,Completed,DEP609496409763,DEP479334989784
FT1000000000255,DEP220304,LNH,IB,CITAD,Nhan tien qua CITAD,15372119,USD,7239,Chuyen khoan,2024-06-13 18:21:20,Failed,AP51161188,EXT8968190744549
FT1000000000256,AP6423082253,OTHER,TL,SER_CHG,Thu phi dich vu,171076,EUR,26911,Thanh toan Internet,2024-09-29 09:02:42,Failed,EXT814820189249,AP1943983318
FT1000000000257,AP6374555848701,OTHER,OTHER,EBANKPAY,Thanh toan doi tac EBank,11829377,VND,9278,Rut tien tai ATM,2025-08-06 21:06:59,Failed,EXT50011162540002,AP40326131
FT1000000000258,AP145312221498,PMT,MB,ELECTRICITY,Hoa don dien,4938622,EUR,10890,Thanh toan ve may bay,2024-01-07 10:53:08,Pending,AP8041294,AP860898380254909
FT1000000000259,AP16179013,PMT,ATM,TOPUP,Nap tien di dong,339764,VND,30828,Thanh toan hoa don,2024-02-19 09:48:54,Pending,EXT83935196877,AP4318152550676
FT1000000000260,DEP38407151343,VTK,MB,LN_PAY,Giai ngan khoan vay,53533505,VND,11691,Thanh toan ve may bay,2024-02-24 07:58:50,Failed,EXT187542,DEP224067
FT1000000000261,AP3250066346376,CKNB,IB,OUTER_IDV,Nhan tien tu KH ca nhan,18793366,EUR,14373,Dong hoc phi,2024-06-19 02:51:12,Failed,EXT27741572,DEP236415758916
FT1000000000262,SEC2279719904,OTHER,OTHER,EBANKPAY,Thanh toan doi tac EBank,3593401,VND,1984,Chuyen khoan,2024-12-28 20:07:17,Pending,DEP670469,EXT96503620161
FT1000000000263,LOAN3073115,CKNB,IB,OUTER_COM,CKNB toi KH doanh nghiep,10804092,EUR,14347,Thanh toan ve may bay,2024-02-04 06:38:55,Failed,EXT32088101413,AP3263210319616081
FT1000000000264,AP9108069181583,CKNB,IB,OUTER_COM,Nhan tien tu KH doanh nghiep,17869125,USD,17953,Thanh toan ve may bay,2024-07-13 01:01:18,Pending,AP8378653394988969,EXT32340928
FT1000000000265,AP6396525381353060,PMT,TL,TOPUP,Nap tien di dong,352816,VND,41073,Dong hoc phi,2025-03-31 18:49:03,Completed,AP914962894,DEP1100926387
FT1000000000266,SEC7502965058577373,VTK,MB,LN_PAY,Thanh toan khoan vay,181076894,VND,1147,Thanh toan Internet,2025-03-24 16:27:50,Completed,DEP32486901905,DEP6088185597972
FT1000000000267,AP5930753,LNH,IB,CITAD,Chuyen tien CITAD,15096839,VND,16657,Phi dich vu thang nay,2024-02-17 17:15:06,Completed,EXT666360008,EXT15659961
FT1000000000268,LOAN59601423101561,PMT,IB,INTERNET,Hoa don mang,9802251,EUR,7304,Nap tien dien thoai,2025-01-19 09:15:56,Completed,DEP849811016228,AP2741947
FT1000000000269,DEP9481699452,OTHER,IB,STOCK,Nhan tien tu CTCK,14143384,VND,2532,Nap tien dien thoai,2024-10-01 10:12:51,Failed,AP5282918627534,AP109857
FT1000000000270,DEP1223926,CKNB,IB,OUTER_COM,Nhan tien tu KH doanh nghiep,7853256,VND,4001,Thanh toan ve may bay,2024-08-13 17:45:13,Completed,EXT453811242010322,EXT40585211
FT1000000000271,AP818255406,VTK,MB,LN_PAY,Giai ngan khoan vay,124291296,USD,9838,Phi dich vu thang nay,2025-02-01 05:03:34,Failed,EXT7661983620503457,EXT93278241
FT1000000000272,AP97723412,OTHER,TL,SER_CHG,Thu phi dich vu,167795,VND,39864,Dong hoc phi,2024-06-15 12:45:11,Completed,EXT198821812057719,AP95943125062211
FT1000000000273,AP156755626,CASH,TL,ATM,Nop tien vao TK,43365250,VND,17542,Rut tien tai ATM,2024-11-07 10:47:54,Completed,EXT7541202921830,EXT58449387431
FT1000000000274,DEP747219694615,PMT,MB,INTERNET,Hoa don mang,4531672,VND,15340,Thanh toan hoa don,2025-04-30 12:33:33,Failed,AP306655322881,EXT3408625723472919
FT1000000000275,SEC1660171457201737,VTK,TL,SAVING,Rut tiet kiem,86533668,USD,23731,Thanh toan hoa don,2024-02-27 03:08:18,Failed,EXT1346231,DEP9107226207067
FT1000000000276,AP240794199761,VTK,TL,SAVING,Gui tiet kiem,59510631,USD,32451,Chuyen khoan,2024-12-18 02:19:57,Pending,AP662838,DEP45346854430
FT1000000000277,SEC680850,CASH,ATM,ATM,Rut tien tu TK,44599913,EUR,40732,Dong hoc phi,2025-04-15 01:40:22,Completed,DEP393289045414,DEP19500014380756
FT1000000000278,LOAN692560049231,CASH,ATM,TL,Giao dich ngoai te,5221879,USD,44609,Dong hoc phi,2025-05-02 22:01:15,Failed,AP444003385,DEP14988847885
FT1000000000279,SEC7735943,CKNB,IB,OUTER_IDV,CKNB toi KH ca nhan,4560299,VND,15480,Thanh toan Internet,2024-12-02 11:01:49,Failed,DEP543996432135407,EXT603800826613
FT1000000000280,AP74682623827878,VTK,MB,SAVING,Tat toan va tra lai,27337520,USD,4013,Phi dich vu thang nay,2025-04-28 16:53:30,Failed,AP958439718274727,EXT512804960694
FT1000000000281,SEC3981461259865,VTK,IB,LN_PAY,Giai ngan khoan vay,89406789,EUR,968,Nap tien dien thoai,2024-01-13 07:39:14,Pending,EXT55717208969,AP6848159070
FT1000000000282,AP2117871012311241,CASH,ATM,TL,Giao dich ngoai te,38881181,EUR,44179,Thanh toan hoa don,2024-10-07 06:40:43,Pending,AP2515423790,DEP3793972946
FT1000000000283,SEC175378761389,CASH,TL,TL,Nop tien tai quay,6081163,USD,47993,Nap tien dien thoai,2024-10-31 06:28:05,Completed,AP4923797676,DEP53378185470
FT1000000000284,SEC66760193901522,CKNB,TL,OUTER_IDV,CKNB toi KH ca nhan,9230700,VND,30362,Dong hoc phi,2024-11-25 16:04:13,Pending,DEP59630854796808,AP813600168484751
FT1000000000285,LOAN8069793,VTK,OTHER,LN_PAY,Thanh toan khoan vay,139258163,VND,4251,Dong hoc phi,2025-07-25 23:07:34,Completed,AP8240744608312,AP4600795961278488
FT1000000000286,AP772163,CKNB,TL,OUTER_COM,Nhan tien tu KH doanh nghiep,13560445,USD,386,Thanh toan ve may bay,2025-06-11 15:32:35,Pending,DEP686155635,AP52282246004
FT1000000000287,SEC58161992837254,VTK,MB,LN_PAY,Thanh toan khoan vay,17383120,EUR,623,Thanh toan Internet,2025-05-29 14:24:40,Pending,EXT6395000318323,DEP6264995
FT1000000000288,DEP77164222,OTHER,MB,TRACER,Nhan tien tra soat,14237859,EUR,2066,Rut tien tai ATM,2024-04-14 21:00:16,Failed,DEP573490148756361,DEP5637733460
FT1000000000289,DEP2873343348578,PMT,TL,TOPUP,Nap tien di dong,1515878,VND,12808,Thanh toan Internet,2025-02-22 13:32:07,Completed,DEP77358842712,EXT88154509
FT1000000000290,SEC412509164,PMT,MB,EDUCATION,Hoc phi,3809174,VND,7663,Thanh toan hoa don,2024-12-27 09:51:33,Failed,EXT94173590832,DEP5881004
FT1000000000291,DEP67626658,VTK,TL,LN_PAY,Thanh toan khoan vay,159196445,EUR,18856,Phi dich vu thang nay,2024-06-13 01:39:44,Pending,EXT85153461,EXT699573598075404
FT1000000000292,LOAN3369606168160,CKNB,IB,OUTER_IDV,Nhan tien tu KH ca nhan,17987792,USD,14190,Phi dich vu thang nay,2025-01-16 06:40:14,Completed,DEP308142874,EXT439039094296841
